config,dataset,model,gamma,seed,epoch,task_acc,concept_acc,urr_task,urr_nontask,leak_acc_task,leak_acc_nontask,ece,brier,map_concepts,auc_tti,nauc_tti,auc_tti_random,nauc_tti_random,interv_error_0,interv_error_full
shapes3d-cbm,shapes3d,CBM,,43,50,100.0,100.0,12.189096687148615,33.6989251364461,16.82666763663292,29.13000099360943,1.1324882507324219e-05,1.0651350024204476e-08,0.9996962348620096,67.59944444444444,-0.041490740740740745,67.59944444444444,-0.041490740740740745,0.0,74.68333333333334
shapes3d-cbm,shapes3d,CBM,,44,50,100.0,100.0,16.50220950539855,28.8480202918293,21.639999747276306,24.553333967924118,2.0205974578857422e-05,2.3285547712248444e-08,0.9996962679757012,74.30833333333334,-0.0414,74.30833333333334,-0.0414,0.0,74.52
shapes3d-cem,shapes3d,CEM,,42,50,100.0,100.0,31.54536772263735,39.59506961101498,34.57999974489212,32.7966682612896,2.759695053100586e-05,3.8399299739921844e-08,0.999696198436949,,,,,,
shapes3d-cem,shapes3d,CEM,,43,50,100.0,100.0,21.00816809070394,53.578817819167,25.38333460688591,45.54666578769684,2.5212764739990234e-05,1.8793343770084903e-08,0.9996962348620096,,,,,,
shapes3d-cem,shapes3d,CEM,,44,50,100.0,100.0,21.426584753185352,51.21901353075907,26.23833380639553,43.29000078141689,3.451108932495117e-05,2.2462805304712674e-07,0.9996962679757012,,,,,,
shapes3d-mcbm-1,shapes3d,MCBM (low g),1.0,42,50,78.11666666666666,100.0,1.5573772053548929,1.799725903116478,4.893333092331886,4.010000452399254,0.19982971251010895,0.3348516821861267,0.999696198436949,57.21796296296296,-0.02697407407407407,57.21796296296296,-0.02697407407407407,21.88333333333334,70.43666666666667
shapes3d-mcbm-1,shapes3d,MCBM (low g),1.0,43,50,77.82666666666667,95.00055694580078,1.609557721829863,5.352079356244433,5.046667158603668,6.733333319425583,0.24709700047969818,0.3936564326286316,0.9496476087305281,48.779259259259256,-0.027505555555555557,48.779259259259256,-0.027505555555555557,22.173333333333332,71.68333333333334
shapes3d-mcbm-1,shapes3d,MCBM (low g),1.0,44,50,67.84333333333333,95.00314331054688,1.3489150241889847,2.215051286498748,4.536666348576546,5.226666480302811,0.16764236986637115,0.45780786871910095,0.9497834634449747,43.980185185185185,-0.02183518518518519,43.98018518518519,-0.02183518518518519,32.156666666666666,71.46000000000001
shapes3d-mcbm-3,shapes3d,MCBM (medium g),3.0,42,50,30.75,100.0,0.002378343072756417,-0.0017850661226392894,0.1900002360343933,0.1499999314546585,0.008551661856472492,0.742913544178009,0.999696198436949,30.217592592592595,-0.0004462962962963009,30.217592592592595,-0.0004462962962963009,69.25,70.05333333333334
shapes3d-mcbm-3,shapes3d,MCBM (medium g),3.0,43,50,30.486666666666668,95.00055694580078,-0.005060496829267791,-0.0036343257039384014,0.07333382964134216,0.12999996542930603,0.009497134946286678,0.7436245679855347,0.9496476087305281,29.985,-0.00039999999999999937,29.985,-0.00039999999999999937,69.51333333333334,70.23333333333333
shapes3d-mcbm-3,shapes3d,MCBM (medium g),3.0,44,50,29.96,95.00314331054688,0.004492630145153109,0.0012597162444505372,0.10166652500629425,0.08333325386047363,0.004473238252103329,0.7433595061302185,0.9497834634449747,29.601851851851855,-0.00032222222222222916,29.601851851851855,-0.00032222222222222916,70.03999999999999,70.62
shapes3d-mcbm-5,shapes3d,MCBM (high g),5.0,42,50,30.08,100.0,0.0023088673936300097,-0.0016081854475324953,0.1783333718776703,0.4066668450832367,0.0034544342197477818,0.7434715032577515,0.999696198436949,30.059074074074076,-1.8518518518517468e-05,30.059074074074076,-1.8518518518517468e-05,69.92,69.95333333333333
shapes3d-mcbm-5,shapes3d,MCBM (high g),5.0,43,50,30.163333333333334,95.00055694580078,-0.005489597817004421,-0.00423056613478856,0.005000084638595581,0.18666647374629974,0.010114049538969994,0.7437559366226196,0.9496476087305281,30.095185185185187,-0.00012592592592592194,30.095185185185187,-0.00012592592592592194,69.83666666666667,70.06333333333333
shapes3d-mcbm-5,shapes3d,MCBM (high g),5.0,44,50,29.513333333333332,95.00314331054688,0.0020702978194009347,0.0025016560252555387,-0.03833360970020294,0.1733332872390747,0.005837596487253904,0.7436125874519348,0.9497834634449747,29.47222222222222,-6.481481481481113e-05,29.47222222222222,-6.481481481481113e-05,70.48666666666666,70.60333333333332
shapes3d-shcbm,shapes3d,SCBM,,42,50,29.93,100.0,17.390477422149814,20.02860606430993,22.768333926796913,18.25999990105629,0.009879151359200478,0.7443007230758667,0.999696198436949,29.930000000000007,0.0,29.930000000000007,0.0,70.07,70.07
shapes3d-shcbm,shapes3d,SCBM,,43,50,29.863333333333333,100.0,21.72854508418966,25.92356289194103,26.828333735466003,23.383332416415215,0.005995810031890869,0.7444849014282227,0.9996962348620096,29.86333333333333,0.0,29.86333333333333,0.0,70.13666666666667,70.13666666666667
shapes3d-shcbm,shapes3d,SCBM,,44,50,29.313333333333333,100.0,20.337951458117555,29.30291907937921,26.57666653394699,25.006666034460068,0.00277966377325356,0.7445322871208191,0.9996962679757012,29.313333333333333,0.0,29.313333333333333,0.0,70.68666666666667,70.68666666666667
shapes3d-vanilla,shapes3d,Vanilla,,42,50,100.0,,58.7475481683513,36.30871602596878,57.00833350419998,28.01666557788849,4.8977166443364695e-05,7.592062161165813e-07,,,,,,,
shapes3d-vanilla,shapes3d,Vanilla,,43,50,100.0,,53.464056485306855,33.34077312964576,53.316666185855865,25.33666603267193,3.552436828613281e-05,6.580948763712513e-08,,,,,,,
shapes3d-vanilla,shapes3d,Vanilla,,44,50,100.0,,38.25395126128131,35.45027457877915,39.46166634559631,30.12666627764702,2.8908252716064453e-05,1.5745559522883923e-08,,,,,,,
